timestamp,part_id,temps_cycle_sec,pression_outil_bar,vitesse_rotation_outil_rpm,taux_reprise_manuelle,defauts_surface_detectes
2023-10-26 14:04:44,P-Usine_A-000333,30.4,4.3,1553,OUI,0
2023-10-26 14:05:43,P-Usine_A-000334,30.8,4.7,1592,NON,0
2023-10-26 14:10:33,P-Usine_A-000335,32.1,4.2,1584,NON,0
2023-10-26 14:14:16,P-Usine_A-000336,26.6,4.6,1569,NON,0
2023-10-26 14:14:50,P-Usine_A-000337,25.4,4.7,1557,NON,0
2023-10-26 14:17:37,P-Usine_A-000338,25.4,5.8,1510,NON,0
2023-10-26 14:11:01,P-Usine_A-000339,33.7,5.0,1510,NON,3
2023-10-26 14:15:16,P-Usine_A-000340,25.8,4.5,1541,OUI,0
2023-10-26 14:16:31,P-Usine_A-000341,33.0,4.7,1594,NON,0
2023-10-26 14:17:22,P-Usine_A-000342,33.5,4.8,1559,NON,0
2023-10-26 14:13:30,P-Usine_A-000343,27.4,4.9,,NON,0
2023-10-26 14:17:53,P-Usine_A-000344,28.8,5.9,1541,NON,0
2023-10-26 14:18:34,P-Usine_A-000345,32.9,4.2,1517,NON,0
2023-10-26 14:22:25,P-Usine_A-000346,30.1,4.8,1591,NON,0
2023-10-26 14:22:25,P-Usine_A-000346,30.1,4.8,1591,NON,0
2023-10-26 14:18:51,P-Usine_A-000347,31.9,5.2,1523,NON,0
2023-10-26 14:22:49,P-Usine_A-000348,25.4,5.4,1560,NON,0
2023-10-26 14:21:57,P-Usine_A-000349,29.1,,1555,NON,0
2023-10-26 14:26:05,P-Usine_A-000350,26.1,5.7,1567,NON,0
2023-10-26 14:25:56,P-Usine_A-000351,31.2,5.0,1579,NON,0
2023-10-26 14:25:40,P-Usine_A-000352,25.4,5.0,1562,NON,0
2023-10-26 14:31:39,P-Usine_A-000353,31.1,5.8,1559,NON,0
2023-10-26 14:30:24,P-Usine_A-000354,29.2,4.3,1517,NON,0
2023-10-26 14:24:53,P-Usine_A-000355,27.4,5.2,1510,NON,0
2023-10-26 14:28:41,P-Usine_A-000356,25.6,5.5,1578,NON,0
2023-10-26 14:35:35,P-Usine_A-000357,30.8,4.1,1501,OUI,0
2023-10-26 14:33:30,P-Usine_A-000358,30.6,4.6,1560,NON,0
2023-10-26 14:33:30,P-Usine_A-000358,30.6,4.6,1560,NON,0
2023-10-26 14:34:09,P-Usine_A-000359,28.6,4.2,1592,NON,0
2023-10-26 14:37:57,P-Usine_A-000360,29.7,4.3,1558,NON,0
2023-10-26 14:40:55,P-Usine_A-000361,26.4,5.6,1539,NON,0
2023-10-26 14:39:23,P-Usine_A-000362,28.8,4.5,1533,NON,3
2023-10-26 14:37:10,P-Usine_A-000363,26.4,4.8,1505,NON,0
2023-10-26 14:35:44,P-Usine_A-000364,25.4,4.5,1555,NON,0
2023-10-26 14:43:33,P-Usine_A-000365,26.6,4.9,1525,NON,0
2023-10-26 14:40:39,P-Usine_A-000366,25.3,5.2,1518,NON,0
2023-10-26 14:43:21,P-Usine_A-000367,34.3,5.8,1546,NON,0
2023-10-26 14:45:13,P-Usine_A-000368,34.3,5.9,1529,NON,0
2023-10-26 14:41:41,P-Usine_A-000369,28.1,4.3,1505,NON,0
2023-10-26 14:46:30,P-Usine_A-000370,31.6,4.6,1540,NON,0
2023-10-26 14:44:14,P-Usine_A-000371,34.1,5.1,1535,OUI,0
2023-10-26 14:46:21,P-Usine_A-000372,28.0,4.2,1554,NON,0
2023-10-26 14:42:34,P-Usine_A-000373,25.3,4.3,1588,NON,0
2023-10-26 14:45:44,P-Usine_A-000374,33.3,4.6,1506,NON,0
2023-10-26 14:50:05,P-Usine_A-000375,27.8,5.8,1504,NON,0
2023-10-26 14:49:58,P-Usine_A-000376,29.9,4.6,1504,NON,0
2023-10-26 14:50:57,P-Usine_A-000377,34.6,4.9,1542,NON,2
2023-10-26 14:54:01,P-Usine_A-000378,28.9,4.6,1511,NON,0
2023-10-26 14:54:07,P-Usine_A-000379,25.4,5.7,1524,NON,0
2023-10-26 14:50:43,P-Usine_A-000380,33.0,4.7,1593,NON,0
2023-10-26 14:59:41,P-Usine_A-000381,26.0,4.2,1599,OUI,0
2023-10-26 14:55:34,P-Usine_A-000382,30.5,4.9,1576,NON,0
2023-10-26 14:56:50,P-Usine_A-000383,34.8,5.3,1588,NON,0
2023-10-26 15:03:08,P-Usine_A-000384,31.4,5.1,1537,NON,0
2023-10-26 15:03:29,P-Usine_A-000385,33.9,5.6,1515,NON,0
2023-10-26 14:56:08,P-Usine_A-000386,34.2,4.4,1503,NON,0
2023-10-26 14:58:57,P-Usine_A-000387,29.5,5.9,1597,NON,1
2023-10-26 14:59:04,P-Usine_A-000388,31.3,4.3,1568,NON,0
2023-10-26 15:05:46,P-Usine_A-000389,32.3,5.2,1582,NON,0
2023-10-26 15:05:46,P-Usine_A-000389,32.3,5.2,1582,NON,0
2023-10-26 15:06:19,P-Usine_A-000390,30.2,5.0,1550,NON,0
2023-10-26 15:08:48,P-Usine_A-000391,33.8,4.9,1504,NON,0
2023-10-26 15:06:06,P-Usine_A-000392,27.6,4.1,1571,NON,0
2023-10-26 15:08:55,P-Usine_A-000393,31.5,5.6,1579,NON,0
2023-10-26 15:04:26,P-Usine_A-000394,,4.7,1503,NON,0
2023-10-26 15:04:50,P-Usine_A-000395,28.0,4.4,1588,NON,0
2023-10-26 15:13:22,P-Usine_A-000396,34.1,5.3,1555,NON,0
2023-10-26 15:12:03,P-Usine_A-000397,29.8,5.2,1504,NON,0
2023-10-26 15:15:07,P-Usine_A-000398,25.5,5.2,1578,NON,1
2023-10-26 15:15:06,P-Usine_A-000399,34.0,4.5,1596,NON,0
2023-10-26 15:19:04,P-Usine_A-000400,32.3,4.5,1565,NON,0
2023-10-26 15:15:24,P-Usine_A-000401,26.2,4.4,1557,NON,0
2023-10-26 15:12:14,P-Usine_A-000402,26.1,4.1,1514,NON,0
2023-10-26 15:14:22,P-Usine_A-000403,33.3,5.0,1509,NON,0
2023-10-26 15:23:10,P-Usine_A-000404,25.3,999.9,1581,NON,0
2023-10-26 15:16:28,P-Usine_A-000405,32.5,5.2,1552,OUI,0
2023-10-26 15:16:30,P-Usine_A-000406,26.0,5.9,1596,NON,0
2023-10-26 15:25:49,P-Usine_A-000407,25.7,5.2,1571,OUI,0
2023-10-26 15:26:32,P-Usine_A-000408,28.2,4.0,1578,NON,0
2023-10-26 15:26:03,P-Usine_A-000409,31.5,6.0,1526,NON,0
2023-10-26 15:24:45,P-Usine_A-000410,33.8,5.5,1562,NON,0
2023-10-26 15:25:51,P-Usine_A-000411,28.3,4.6,1563,NON,1
2023-10-26 15:26:25,P-Usine_A-000412,32.4,4.4,1540,OUI,0
2023-10-26 15:29:58,P-Usine_A-000413,34.4,5.1,1591,OUI,0
2023-10-26 15:28:48,P-Usine_A-000414,31.3,4.0,1541,OUI,0
2023-10-26 15:28:33,P-Usine_A-000415,34.5,5.5,1548,NON,0
2023-10-26 15:33:04,P-Usine_A-000416,29.6,5.0,1543,NON,0
2023-10-26 15:31:52,P-Usine_A-000417,26.5,4.7,1520,NON,0
2023-10-26 15:30:17,P-Usine_A-000418,27.5,5.6,1508,NON,0
2023-10-26 15:33:45,P-Usine_A-000419,35.0,999.9,1509,NON,0
2023-10-26 15:38:34,P-Usine_A-000420,30.8,5.3,1568,NON,0
2023-10-26 15:38:56,P-Usine_A-000421,28.7,5.0,1537,OUI,0
2023-10-26 15:33:33,P-Usine_A-000422,27.8,5.2,1514,NON,2
2023-10-26 15:37:24,P-Usine_A-000423,25.6,4.9,1537,NON,0
2023-10-26 15:34:50,P-Usine_A-000424,27.4,4.3,1595,NON,0
2023-10-26 15:43:59,P-Usine_A-000425,26.8,4.2,1555,NON,1
2023-10-26 15:41:35,P-Usine_A-000426,25.0,4.7,1538,NON,0
2023-10-26 15:36:00,P-Usine_A-000427,34.8,4.0,1554,NON,0
2023-10-26 15:43:17,P-Usine_A-000428,32.0,5.3,1545,NON,0
2023-10-26 15:43:20,P-Usine_A-000429,25.2,5.1,1559,NON,0
2023-10-26 15:39:29,P-Usine_A-000430,33.3,5.3,1522,NON,0
2023-10-26 15:39:50,P-Usine_A-000431,27.2,4.4,1561,NON,0
2023-10-26 15:49:45,P-Usine_A-000432,25.8,5.1,1561,NON,0
2023-10-26 15:48:51,P-Usine_A-000433,26.8,5.6,1520,NON,0
2023-10-26 15:47:40,P-Usine_A-000434,29.7,4.8,1596,OUI,0
2023-10-26 15:49:23,P-Usine_A-000435,32.5,5.4,1573,OUI,0
2023-10-26 15:53:29,P-Usine_A-000436,30.7,5.6,1508,,0
2023-10-26 15:51:03,P-Usine_A-000437,27.6,4.6,1576,OUI,0
2023-10-26 15:50:30,P-Usine_A-000438,28.3,4.7,1584,NON,0
2023-10-26 15:56:59,P-Usine_A-000439,33.5,4.3,1538,NON,0
2023-10-26 15:50:25,P-Usine_A-000440,28.8,4.6,1502,NON,0
2023-10-26 15:58:26,P-Usine_A-000441,30.4,4.2,1526,NON,0
2023-10-26 15:56:13,P-Usine_A-000442,30.8,4.8,1552,NON,0
2023-10-26 15:58:03,P-Usine_A-000443,30.8,4.7,1528,NON,2
2023-10-26 16:00:27,P-Usine_A-000444,26.8,4.0,1526,NON,0
2023-10-26 16:03:08,P-Usine_A-000445,28.8,4.6,1537,NON,0
2023-10-26 16:01:02,P-Usine_A-000446,29.8,4.7,1594,NON,0
2023-10-26 16:01:59,P-Usine_A-000447,25.9,5.8,1594,NON,0
2023-10-26 16:03:19,P-Usine_A-000448,31.8,5.0,1505,NON,0
2023-10-26 15:58:11,P-Usine_A-000449,31.9,4.5,1550,NON,0
2023-10-26 16:00:59,P-Usine_A-000450,27.5,5.8,1543,NON,0
2023-10-26 16:01:29,P-Usine_A-000451,34.5,4.9,1514,NON,2
2023-10-26 16:10:33,P-Usine_A-000452,27.5,4.2,1545,NON,0
2023-10-26 16:03:01,P-Usine_A-000453,31.2,4.3,1572,OUI,0
2023-10-26 16:04:05,P-Usine_A-000454,26.5,5.5,1514,NON,0
2023-10-26 16:09:47,P-Usine_A-000455,32.3,4.7,1545,NON,3
2023-10-26 16:08:33,P-Usine_A-000456,29.5,4.2,1557,NON,0
2023-10-26 16:13:30,P-Usine_A-000457,25.8,5.3,1585,NON,0
2023-10-26 16:16:20,P-Usine_A-000458,34.9,4.3,1514,NON,3
2023-10-26 16:16:33,P-Usine_A-000459,31.8,4.8,1552,NON,1
2023-10-26 16:14:08,P-Usine_A-000460,30.4,5.7,1527,NON,0
2023-10-26 16:18:52,P-Usine_A-000461,34.6,4.9,1550,NON,0
2023-10-26 16:20:43,P-Usine_A-000462,34.3,5.3,1583,NON,0
2023-10-26 16:19:29,P-Usine_A-000463,30.5,5.2,1525,NON,0
2023-10-26 16:21:34,P-Usine_A-000464,28.4,4.4,1524,NON,0
2023-10-26 16:20:04,P-Usine_A-000465,26.3,5.2,1505,NON,0
2023-10-26 16:23:34,P-Usine_A-000466,27.6,5.7,1583,NON,2
2023-10-26 16:25:45,P-Usine_A-000467,27.3,5.6,1521,999.9,0
2023-10-26 16:19:47,P-Usine_A-000468,25.7,5.4,1570,NON,0
2023-10-26 16:22:25,P-Usine_A-000469,28.9,4.2,1576,NON,0
2023-10-26 16:28:55,P-Usine_A-000470,31.0,4.6,1560,OUI,0
2023-10-26 16:22:39,P-Usine_A-000471,32.7,4.9,1507,NON,0
2023-10-26 16:28:30,P-Usine_A-000472,33.8,5.4,1530,NON,1
2023-10-26 16:26:12,P-Usine_A-000473,29.6,5.8,1564,NON,
2023-10-26 16:29:52,P-Usine_A-000474,30.8,5.7,1515,OUI,0
2023-10-26 16:30:35,P-Usine_A-000475,32.5,4.1,1512,NON,0
2023-10-26 16:27:42,P-Usine_A-000476,31.4,5.5,1554,NON,0
2023-10-26 16:33:53,P-Usine_A-000477,27.3,4.6,1532,NON,0
2023-10-26 16:31:21,P-Usine_A-000478,25.8,5.7,1503,NON,0
2023-10-26 16:34:37,P-Usine_A-000479,28.7,4.7,1593,OUI,0
2023-10-26 16:30:01,P-Usine_A-000480,28.0,5.4,1530,NON,0
2023-10-26 16:31:19,P-Usine_A-000481,31.9,4.3,1570,NON,0
2023-10-26 16:32:44,P-Usine_A-000482,31.5,5.2,1596,OUI,0
2023-10-26 16:40:29,P-Usine_A-000483,31.6,4.2,1513,NON,0
2023-10-26 16:40:29,P-Usine_A-000483,31.6,4.2,1513,NON,0
2023-10-26 16:34:03,P-Usine_A-000484,31.0,4.1,1596,NON,0
2023-10-26 16:35:28,P-Usine_A-000485,29.2,4.0,1504,NON,0
2023-10-26 16:44:27,P-Usine_A-000486,28.9,5.2,1538,NON,0
2023-10-26 16:39:42,P-Usine_A-000487,31.0,4.6,1518,NON,0
2023-10-26 16:40:59,P-Usine_A-000488,30.0,4.4,1506,NON,0
2023-10-26 16:47:09,P-Usine_A-000489,27.1,5.0,1579,NON,0
2023-10-26 16:46:20,P-Usine_A-000490,30.9,4.9,1575,NON,0
2023-10-26 16:40:53,P-Usine_A-000491,30.1,4.7,1529,NON,0
2023-10-26 16:42:17,P-Usine_A-000492,33.3,4.4,1522,NON,0
2023-10-26 16:52:00,P-Usine_A-000493,25.8,5.4,1574,NON,0
2023-10-26 16:48:34,P-Usine_A-000494,34.0,6.0,1525,NON,0
2023-10-26 16:53:11,P-Usine_A-000495,29.0,4.3,1576,NON,0
2023-10-26 16:49:14,P-Usine_A-000496,25.3,4.8,1586,OUI,0
2023-10-26 16:47:42,P-Usine_A-000497,26.9,5.8,1500,NON,0
2023-10-26 16:53:08,P-Usine_A-000498,29.8,5.5,1507,NON,0
2023-10-26 16:56:14,P-Usine_A-000499,29.1,5.5,1552,OUI,999.9
2023-10-26 16:50:28,P-Usine_A-000500,32.3,4.9,1566,NON,0
2023-10-26 16:53:43,P-Usine_A-000501,27.7,4.8,1512,NON,0
2023-10-26 16:53:43,P-Usine_A-000501,27.7,4.8,1512,NON,0
2023-10-26 16:51:53,P-Usine_A-000502,29.5,5.1,1520,NON,0
2023-10-26 16:59:37,P-Usine_A-000503,32.5,5.0,1520,NON,0
,P-Usine_A-000504,28.0,5.0,1524,NON,0
2023-10-26 16:58:55,P-Usine_A-000505,27.5,4.4,1571,OUI,2
2023-10-26 16:56:45,P-Usine_A-000506,29.4,5.5,1519,NON,0
2023-10-26 16:59:45,P-Usine_A-000507,28.7,4.8,1588,NON,0
2023-10-26 17:07:50,P-Usine_A-000508,34.6,5.7,1592,NON,0
2023-10-26 17:01:25,P-Usine_A-000509,25.4,5.6,1544,NON,0
2023-10-26 17:05:37,P-Usine_A-000510,31.0,4.1,1513,NON,0
2023-10-26 17:09:08,P-Usine_A-000511,26.8,5.0,1542,NON,0
2023-10-26 17:07:17,P-Usine_A-000512,30.9,5.4,1530,NON,0
2023-10-26 17:05:16,P-Usine_A-000513,30.3,4.3,1536,NON,0
2023-10-26 17:09:54,P-Usine_A-000514,28.5,5.5,1528,NON,0
2023-10-26 17:05:12,P-Usine_A-000515,26.8,4.2,1564,NON,0
2023-10-26 17:08:21,P-Usine_A-000516,31.8,4.0,1546,NON,0
2023-10-26 17:12:04,P-Usine_A-000517,32.5,5.9,1574,NON,0
2023-10-26 17:10:57,P-Usine_A-000518,28.2,5.0,1567,NON,0
2023-10-26 17:14:23,P-Usine_A-000519,29.7,4.1,1506,NON,0
2023-10-26 17:19:34,P-Usine_A-000520,27.8,5.2,1578,NON,0
2023-10-26 17:17:22,P-Usine_A-000521,25.3,4.4,1577,NON,0
2023-10-26 17:14:16,P-Usine_A-000522,32.4,4.4,1571,NON,0
2023-10-26 17:18:41,P-Usine_A-000523,31.1,5.6,1550,NON,0
2023-10-26 17:18:21,P-Usine_A-000524,,5.0,1518,NON,0
2023-10-26 17:21:32,P-Usine_A-000525,27.6,4.8,1532,NON,0
2023-10-26 17:16:04,P-Usine_A-000526,29.5,5.5,1550,OUI,0
2023-10-26 17:20:36,P-Usine_A-000527,30.3,5.5,1581,NON,0
2023-10-26 17:20:36,P-Usine_A-000527,30.3,5.5,1581,NON,0
2023-10-26 17:25:31,P-Usine_A-000528,26.3,6.0,1571,NON,0
2023-10-26 17:23:30,P-Usine_A-000529,28.9,4.8,1516,NON,0
2023-10-26 17:23:52,P-Usine_A-000530,25.6,5.2,1515,NON,0
2023-10-26 17:28:45,P-Usine_A-000531,34.1,5.6,1580,NON,0
2023-10-26 17:26:05,P-Usine_A-000532,34.5,4.5,1575,NON,0
2023-10-26 17:26:57,P-Usine_A-000533,32.7,5.6,1508,NON,0
2023-10-26 17:27:45,P-Usine_A-000534,30.9,4.7,1589,NON,0
2023-10-26 17:26:08,P-Usine_A-000535,30.8,5.5,1539,NON,0
2023-10-26 17:31:48,P-Usine_A-000536,29.4,4.7,1592,NON,1
2023-10-26 17:35:03,P-Usine_A-000537,32.8,4.1,1515,NON,0
2023-10-26 17:30:32,P-Usine_A-000538,26.0,4.5,1526,NON,0
2023-10-26 17:37:57,P-Usine_A-000539,27.4,4.4,1556,NON,0
2023-10-26 17:32:34,P-Usine_A-000540,25.7,5.0,1555,NON,0
2023-10-26 17:37:29,P-Usine_A-000541,31.0,4.5,1559,NON,0
2023-10-26 17:31:59,P-Usine_A-000542,25.3,5.5,1579,NON,0
2023-10-26 17:39:33,P-Usine_A-000543,29.5,4.7,1501,NON,0
2023-10-26 17:43:00,P-Usine_A-000544,31.8,5.9,1596,NON,3
2023-10-26 17:37:54,P-Usine_A-000545,29.1,5.4,1513,NON,0
2023-10-26 17:42:40,P-Usine_A-000546,30.7,5.6,1531,NON,0
2023-10-26 17:36:25,P-Usine_A-000547,33.4,4.9,1587,NON,0
2023-10-26 17:43:13,P-Usine_A-000548,31.1,5.9,1502,NON,1
2023-10-26 17:47:18,P-Usine_A-000549,29.2,5.2,1515,NON,0
2023-10-26 17:46:58,P-Usine_A-000550,29.3,5.1,1538,NON,0
2023-10-26 17:49:17,P-Usine_A-000551,29.5,4.4,1524,NON,0
2023-10-26 17:47:48,P-Usine_A-000552,31.7,5.9,1541,NON,0
2023-10-26 17:47:57,P-Usine_A-000553,26.2,4.9,1571,NON,0
2023-10-26 17:49:44,P-Usine_A-000554,27.6,999.9,1593,NON,0
2023-10-26 17:51:18,P-Usine_A-000555,999.9,5.7,1542,NON,0
2023-10-26 17:45:07,P-Usine_A-000556,32.4,5.0,1584,NON,0
2023-10-26 17:47:12,P-Usine_A-000557,30.7,4.4,1540,NON,0
2023-10-26 17:54:16,P-Usine_A-000558,32.1,4.5,1592,NON,0
2023-10-26 17:56:40,P-Usine_A-000559,28.0,4.5,1577,NON,0
2023-10-26 17:50:59,P-Usine_A-000560,32.5,5.8,1534,NON,0
2023-10-26 17:56:18,P-Usine_A-000561,26.2,4.7,1535,NON,0
2023-10-26 18:00:09,P-Usine_A-000562,25.8,4.4,1502,NON,0
2023-10-26 18:00:09,P-Usine_A-000562,25.8,4.4,1502,NON,0
2023-10-26 18:00:54,P-Usine_A-000563,27.5,5.5,1541,NON,0
2023-10-26 17:57:11,P-Usine_A-000564,30.6,5.3,1540,NON,0
2023-10-26 17:57:39,P-Usine_A-000565,32.3,4.4,1512,NON,1
2023-10-26 18:01:55,P-Usine_A-000566,28.5,4.8,1561,NON,0
2023-10-26 18:01:31,P-Usine_A-000567,27.5,4.5,1580,NON,0
2023-10-26 18:06:35,P-Usine_A-000568,33.9,4.6,1556,NON,2
2023-10-26 17:59:55,P-Usine_A-000569,27.3,5.4,1564,NON,0
2023-10-26 18:06:25,P-Usine_A-000570,33.0,4.4,1519,NON,0
2023-10-26 18:05:19,P-Usine_A-000571,25.6,4.1,1585,NON,0
2023-10-26 18:10:11,P-Usine_A-000572,31.6,5.5,1582,NON,1
2023-10-26 18:06:02,P-Usine_A-000573,26.4,5.8,1583,NON,0
2023-10-26 18:11:57,P-Usine_A-000574,25.6,4.9,1584,NON,0
2023-10-26 18:09:33,P-Usine_A-000575,26.1,4.1,1523,NON,0
2023-10-26 18:15:25,P-Usine_A-000576,25.6,5.0,1558,OUI,0
2023-10-26 18:12:20,P-Usine_A-000577,25.1,4.9,1527,NON,0
2023-10-26 18:09:16,P-Usine_A-000578,28.7,5.8,1545,NON,0
2023-10-26 18:14:17,P-Usine_A-000579,32.4,5.1,1528,NON,0
2023-10-26 18:10:09,P-Usine_A-000580,30.7,5.9,1527,NON,0
2023-10-26 18:10:39,P-Usine_A-000581,32.2,5.0,1500,NON,0
2023-10-26 18:20:00,P-Usine_A-000582,29.1,4.6,1570,NON,0
2023-10-26 18:20:26,P-Usine_A-000583,32.6,4.9,1560,NON,0
2023-10-26 18:20:26,P-Usine_A-000583,32.6,4.9,1560,NON,0
2023-10-26 18:21:20,P-Usine_A-000584,30.4,5.3,1516,NON,0
2023-10-26 18:15:10,P-Usine_A-000585,32.8,5.0,1591,NON,0
2023-10-26 18:22:59,P-Usine_A-000586,25.4,5.0,1589,NON,0
2023-10-26 18:16:49,P-Usine_A-000587,30.1,5.7,1504,NON,0
2023-10-26 18:20:09,P-Usine_A-000588,27.5,4.9,1500,NON,0
2023-10-26 18:18:49,P-Usine_A-000589,29.5,5.7,1571,NON,0
2023-10-26 18:19:46,P-Usine_A-000590,27.7,4.5,1534,NON,0
2023-10-26 18:25:05,P-Usine_A-000591,25.4,4.1,1598,NON,1
2023-10-26 18:24:53,P-Usine_A-000592,28.7,5.8,1559,NON,0
2023-10-26 18:24:53,P-Usine_A-000592,28.7,5.8,1559,NON,0
2023-10-26 18:23:35,P-Usine_A-000593,33.9,4.7,1562,NON,0
2023-10-26 18:29:30,P-Usine_A-000594,33.2,4.7,1561,NON,0
2023-10-26 18:29:24,P-Usine_A-000595,26.0,5.4,1583,OUI,0
2023-10-26 18:25:37,P-Usine_A-000596,32.4,4.7,1567,NON,0
2023-10-26 18:28:13,P-Usine_A-000597,27.9,5.1,1511,NON,0
2023-10-26 18:28:13,P-Usine_A-000597,27.9,5.1,1511,NON,0
2023-10-26 18:31:11,P-Usine_A-000598,28.5,4.9,1535,NON,0
2023-10-26 18:30:05,P-Usine_A-000599,27.3,5.8,1523,NON,0
2023-10-26 18:37:08,P-Usine_A-000600,27.2,4.3,1534,NON,0
2023-10-26 18:40:31,P-Usine_A-000601,27.2,4.8,1532,NON,1
2023-10-26 18:35:33,P-Usine_A-000602,34.7,5.1,1531,NON,0
2023-10-26 18:35:34,P-Usine_A-000603,32.9,5.7,1586,NON,0
2023-10-26 18:42:20,P-Usine_A-000604,25.4,5.8,1542,NON,0
2023-10-26 18:39:36,P-Usine_A-000605,31.5,5.7,1543,NON,0
2023-10-26 18:37:42,P-Usine_A-000606,32.8,5.3,1537,NON,0
2023-10-26 18:46:04,P-Usine_A-000607,27.7,4.3,1549,NON,0
2023-10-26 18:46:04,P-Usine_A-000607,27.7,4.3,1549,NON,0
2023-10-26 18:45:16,P-Usine_A-000608,25.3,4.1,1538,NON,0
2023-10-26 18:43:41,P-Usine_A-000609,34.7,4.4,1560,NON,0
2023-10-26 18:43:54,P-Usine_A-000610,31.6,4.3,1506,NON,0
2023-10-26 18:43:54,P-Usine_A-000610,31.6,4.3,1506,NON,0
2023-10-26 18:47:27,P-Usine_A-000611,26.2,4.7,1517,NON,0
2023-10-26 18:50:16,P-Usine_A-000612,28.4,4.3,1547,NON,0
2023-10-26 18:45:34,P-Usine_A-000613,26.7,5.9,1518,NON,0
2023-10-26 18:46:56,P-Usine_A-000614,28.2,4.4,1577,NON,0
2023-10-26 18:51:04,P-Usine_A-000615,25.9,5.6,1560,NON,0
2023-10-26 18:49:33,P-Usine_A-000616,29.9,4.8,1549,NON,0
2023-10-26 18:49:56,P-Usine_A-000617,33.3,5.3,1516,NON,0
2023-10-26 18:54:29,P-Usine_A-000618,33.7,4.4,1583,OUI,0
2023-10-26 18:51:28,P-Usine_A-000619,34.6,5.4,1547,OUI,0
2023-10-26 18:50:46,P-Usine_A-000620,25.5,5.6,1546,NON,0
2023-10-26 18:59:52,P-Usine_A-000621,33.0,5.6,1516,NON,0
2023-10-26 18:55:09,P-Usine_A-000622,34.2,4.2,1546,NON,0
2023-10-26 19:02:21,P-Usine_A-000623,26.0,5.0,1508,NON,0
2023-10-26 18:53:46,P-Usine_A-000624,29.4,5.4,1520,NON,0
2023-10-26 19:01:34,P-Usine_A-000625,31.2,5.7,1506,NON,0
2023-10-26 19:01:49,P-Usine_A-000626,30.0,4.6,1539,NON,0
2023-10-26 18:58:55,P-Usine_A-000627,32.5,4.0,1581,NON,0
2023-10-26 19:00:01,P-Usine_A-000628,31.2,5.9,1518,OUI,0
2023-10-26 19:03:54,P-Usine_A-000629,26.2,5.1,1512,NON,0
2023-10-26 19:02:03,P-Usine_A-000630,29.2,4.5,1534,NON,0
2023-10-26 19:01:04,P-Usine_A-000631,26.3,5.1,1565,NON,0
2023-10-26 19:07:40,P-Usine_A-000632,29.6,4.1,1510,NON,0
2023-10-26 19:07:57,P-Usine_A-000633,32.0,5.0,1533,NON,0
2023-10-26 19:09:46,P-Usine_A-000634,34.7,5.7,1587,NON,0
2023-10-26 19:08:40,P-Usine_A-000635,30.6,4.0,1515,NON,0
2023-10-26 19:07:17,P-Usine_A-000636,29.0,6.0,1547,NON,0
2023-10-26 19:11:38,P-Usine_A-000637,26.3,5.1,1575,NON,0
2023-10-26 19:09:51,P-Usine_A-000638,26.2,4.6,1549,NON,0
2023-10-26 19:12:50,P-Usine_A-000639,29.2,5.9,1523,NON,1
2023-10-26 19:20:28,P-Usine_A-000640,27.6,5.7,1504,NON,3
2023-10-26 19:13:59,P-Usine_A-000641,25.2,4.0,1536,NON,0
2023-10-26 19:18:54,P-Usine_A-000642,30.5,4.6,1504,NON,1
2023-10-26 19:17:44,P-Usine_A-000643,34.3,5.7,1501,NON,0
2023-10-26 19:15:44,P-Usine_A-000644,29.4,4.6,1595,NON,0
2023-10-26 19:19:36,P-Usine_A-000645,30.4,5.2,1564,NON,1
2023-10-26 19:18:26,P-Usine_A-000646,31.9,4.4,1586,NON,3
2023-10-26 19:19:38,P-Usine_A-000647,33.4,5.5,1539,NON,0
2023-10-26 19:28:46,P-Usine_A-000648,34.1,4.6,1560,NON,0
2023-10-26 19:23:18,P-Usine_A-000649,33.9,4.9,1578,NON,0
2023-10-26 19:28:21,P-Usine_A-000650,26.3,4.7,1595,NON,0
2023-10-26 19:27:55,P-Usine_A-000651,29.7,5.3,1546,NON,0
2023-10-26 19:24:00,P-Usine_A-000652,27.7,4.5,1585,NON,0
2023-10-26 19:27:49,P-Usine_A-000653,27.0,4.7,1578,OUI,0
2023-10-26 19:33:17,P-Usine_A-000654,32.4,4.3,1596,NON,0
2023-10-26 19:33:00,P-Usine_A-000655,31.6,5.7,1579,NON,2
2023-10-26 19:28:50,P-Usine_A-000656,33.9,4.3,1547,NON,3
2023-10-26 19:35:35,P-Usine_A-000657,33.2,4.1,1573,NON,0
2023-10-26 19:38:35,P-Usine_A-000658,32.2,4.3,1528,NON,0
2023-10-26 19:30:33,P-Usine_A-000659,33.4,4.5,1549,NON,0
2023-10-26 19:33:46,P-Usine_A-000660,31.1,4.8,1502,NON,0
2023-10-26 19:37:02,P-Usine_A-000661,30.5,4.4,1597,NON,0
2023-10-26 19:35:35,P-Usine_A-000662,28.5,5.3,1518,OUI,0
2023-10-26 19:35:26,P-Usine_A-000663,29.9,4.7,1508,NON,0
2023-10-26 19:42:44,P-Usine_A-000664,25.2,4.2,1520,NON,0
2023-10-26 19:43:56,P-Usine_A-000665,31.0,4.6,1505,NON,0
2023-10-26 19:38:08,P-Usine_A-000666,28.7,5.4,1524,NON,0
2023-10-26 19:47:43,P-Usine_A-000667,32.0,4.9,1535,NON,0
2023-10-26 19:47:17,P-Usine_A-000668,30.5,4.2,1561,NON,0
